p0N_t1	p0N_c1	p1N_t1	p1N_c1	p2N_t1	p2N_c1	p0P_t1	p0P_c1	p1P_t1	p1P_c1	p2P_t1	p2P_c1
0.13028558010392113	0.13242100743201268	0.0831336934931443	0.12614192942543692	0.07311240913777113	0.09860974875625024	0.36488963799077534	0.4400633780010183	0.32663599239785246	0.19416739275891148	0.02194268687653571	0.00859654362637035
0.11963378027752698	0.13325191461059255	0.08033591156360873	0.12280157461915413	0.0643244820918507	0.09814325472616883	0.3593271938504835	0.4477370890471792	0.3525395492206961	0.19023395298395696	0.02383908299583395	0.007832214012948318
0.12678280313141538	0.13058345783731928	0.07377667709863255	0.12319814248571447	0.06717891129814231	0.09390420472376512	0.36957003966912894	0.4609893947758537	0.3426035064633142	0.18216922196597676	0.02008806233936652	0.00915557821137068
0.12869993186762857	0.13608023286526044	0.07944360831744225	0.1153762896882977	0.06866340217167614	0.09569096390776204	0.3632182126764436	0.4631824783400223	0.336167247342795	0.18012621913028717	0.023807597624014392	0.009543816068370278
0.12543947585340404	0.13325106911888956	0.07458745139777344	0.1305068646104869	0.0717136574330307	0.09346412629096423	0.3559192638659436	0.4455297516337242	0.35057906759673774	0.18750417399392597	0.021761083853110562	0.009744014352008981
0.1321941784339957	0.13676036952366205	0.07833128481850134	0.11790597639753087	0.06564947986223998	0.10017005168377924	0.358016091980343	0.4540429666748062	0.34522705287746974	0.18175310215870713	0.020581912027450206	0.00936753356151459
0.1299350340206979	0.14186573128196028	0.08124068648358648	0.12211327416815264	0.06658865988481613	0.09189725246951422	0.3533029029132047	0.4465541420656976	0.3458759226828132	0.18875207473413508	0.023056794014881622	0.008817525280540093
0.12072278510265412	0.12881636985097317	0.06964429397732098	0.12760884903267972	0.07047142463679558	0.0977629451535277	0.37663144851677194	0.46155749996271794	0.339965411130508	0.17651163003584636	0.022564636635949462	0.007742705964254909
0.12351140862871543	0.13724316280540505	0.07358411881138724	0.12376759979515974	0.06304976727908608	0.09526424537600547	0.36103421198997365	0.4465189191710948	0.35471960651841516	0.18752859603328542	0.024100886772422284	0.009677476819049482
0.1360781046958595	0.1265603989380979	0.07954071342937992	0.12710834721377728	0.0653139776243609	0.086720616043503	0.355310493478061	0.46503959332024436	0.34282669158429285	0.18633880764253888	0.020930019188045733	0.008232236841838471
0.12278601400804963	0.14231956711549526	0.07185709355413297	0.13005542192398903	0.06869876988516581	0.09891587955066608	0.35058225681408056	0.43607806142317473	0.3629199922276979	0.1844610049197821	0.023155873510873292	0.00817006506689282
0.1329390630561207	0.1404510563982388	0.08017993380390757	0.1264442043516884	0.06714953227745606	0.08470050843723038	0.36346908082064644	0.45665320064013465	0.3348256265160316	0.18227520508013464	0.021436763525837562	0.009475825092573177
0.13201276794734898	0.13709336362713906	0.07724401845196906	0.13209960260301398	0.06432207660633191	0.10049524360892659	0.3583797337304377	0.44298980481989975	0.34540262229140417	0.17921676955694302	0.02263878097250823	0.00810521578407757
0.12108419051158602	0.1419574905231379	0.07642520398851362	0.131480761433451	0.06858379712151445	0.09650290920502569	0.3607166626918748	0.44826277832951344	0.34672868588254796	0.17307989436904764	0.02646145980396316	0.008716166139824275
0.12814707725570254	0.1373938093569824	0.07995387977255242	0.12299477085746062	0.07541243173559556	0.10062928468570122	0.3568805658769672	0.44288836462682313	0.336606367464987	0.18356182617018643	0.02299967789419525	0.012531944302846256
0.12831442838935786	0.1468130055024033	0.07793932948858964	0.12826337058371556	0.06728298930075391	0.09759646834661345	0.3570864994863015	0.4315856499380522	0.34645945547425344	0.1871013084818331	0.022917297860743577	0.008640197147382402
0.1247912263419285	0.13214031367915616	0.07866551886636725	0.11350508291184887	0.06451685336738329	0.10216887638023564	0.3670886347534203	0.4549250049709279	0.34350248891702484	0.18784751556686813	0.021435277753875884	0.00941320649096326
0.12177158712682988	0.13025406389674188	0.07454006941088781	0.12286588418909905	0.0641357282902372	0.09906138937645444	0.358900562757221	0.46680056184030666	0.35665681842629365	0.1708576845052877	0.023995233988530405	0.010160416192110248
0.12495936783869509	0.12732317082713346	0.07900432872655128	0.13619970746419413	0.06478293516818896	0.09236708931073098	0.3629451283132542	0.44863772350447834	0.34919435059409437	0.18698684586735256	0.01911388935921615	0.008485463026110493
0.12813367482216706	0.1322131946561205	0.0730901896132788	0.11799028963501008	0.06655762074836293	0.09138262170629743	0.3698777896224993	0.4582690607519673	0.33817189096999634	0.19166521943315482	0.02416883422369538	0.00847961381744986
0.12880808189392834	0.12869112538230534	0.07691386873978887	0.12921492056369033	0.07169784157609146	0.09021021343922042	0.34018141850787115	0.454428068391644	0.36008119456688426	0.18900933374429657	0.022317594715435853	0.008446338478843282
0.13805589291273085	0.14145120918511736	0.07859669281070614	0.12269769971154822	0.07384838429751767	0.09787122750323383	0.34775627229382367	0.44640983786763133	0.3410581717490155	0.1803513142451267	0.020684585936206246	0.01121871148734269
0.13601770304276578	0.1342643580728628	0.07751436781301436	0.11634829058309362	0.06635974672955976	0.10149224333204171	0.3513109382875732	0.4572015052950171	0.3475173949409244	0.1819171843862003	0.021279849186162453	0.008776418330784606
0.13379061901637407	0.13285708059600068	0.08219052367579247	0.12406300854970691	0.07287079774879898	0.10552983660616111	0.35519856516728365	0.44199602610715527	0.33168535027456714	0.18701599109084166	0.024264144117183563	0.008538057050134322
0.1324141941947973	0.12646909882503296	0.07334469068306987	0.12580613245365385	0.07071983028797481	0.09240529657785836	0.3605234740196009	0.4587093381292154	0.3418735300041801	0.18777674455972365	0.021124280810376938	0.008833389454515844
0.12301986209583728	0.1302134077996122	0.08027562458665213	0.128319321368498	0.07360453379801557	0.09397464211200715	0.3615177614688734	0.4545116019663228	0.33963674515334036	0.18605277950834306	0.021945472897281357	0.006928247245216804
0.120077769010961	0.13218047140029698	0.07245627677660396	0.11796519470406178	0.07168407079700641	0.10287977951872454	0.35054209801009956	0.4484417529648264	0.3624418997539681	0.18759019172627386	0.022797885651360962	0.010942609685816283
0.12905186155252066	0.1339209435106326	0.08363509617644678	0.1352550764716451	0.06649991643229045	0.09434316188639219	0.35497449770644723	0.4506292722393152	0.341483682238281	0.17871642792417794	0.024354945894013935	0.007135117967836708
0.13850524065456224	0.1409929166293169	0.07537901977006256	0.1258768328370878	0.07861851300042484	0.10067068628315409	0.3609195740428582	0.4503429377625213	0.3269342888281375	0.17287963604211792	0.01964336370395458	0.009236990445801951
0.12962795509802377	0.1436434952312449	0.07782155212755058	0.12472151863780075	0.0636763999855634	0.0970331689794234	0.36115248384028326	0.44306044354312324	0.34509867179457054	0.18290260504566336	0.02262293715400838	0.00863876856274424
0.12020031053686024	0.1395233637441073	0.08117472291116382	0.12943085745992147	0.07134901329440253	0.10276333323687002	0.36900933101866384	0.4420427552202451	0.333304434288852	0.1756117279447959	0.02496218795005772	0.010627962394060142
0.12340963425117893	0.1371441929424776	0.07229999359325923	0.11424892303157445	0.0643139163732236	0.09233083087885642	0.37295368019351105	0.4607568362894519	0.34532437142000977	0.1857937690371616	0.021698404168817374	0.00972544782047798
0.1279107224709829	0.13233090648763823	0.08100248814714378	0.12067645185747146	0.06502619188120072	0.09057958007692292	0.3528459783427307	0.45272265366676845	0.3500153243480533	0.19530459439924877	0.023199294809888527	0.008385813511949966
0.13190911996210888	0.13232539036970187	0.0796355860843205	0.13083522945011644	0.06961689012774187	0.09510152060423592	0.3587327591890984	0.4560444764564513	0.33814733752322296	0.17767655001312643	0.02195830711350738	0.008016833106368169
0.1291177321261305	0.13510847811868942	0.07822549027709881	0.1269421680075213	0.06779051941991213	0.09707591941316354	0.3605187189569726	0.45153843874794813	0.33963823714322583	0.18115304839465682	0.024709302076660174	0.00818194731802069
0.13089633346594357	0.13693866430528584	0.0766856979736295	0.126944079338942	0.0670796380389319	0.09829276114637285	0.35881875705188604	0.4583821709135852	0.34527921084840546	0.17207118864075405	0.02124036262120355	0.007371135655060152
0.1304598235362755	0.14032839843868772	0.07543737842994598	0.11859976557522066	0.07021692575436105	0.10015782009761902	0.3567157886253978	0.44485208356811967	0.3478282307151646	0.18397659535523567	0.019341852938855056	0.012085336965117396
0.12492872074341203	0.13523598352157654	0.08418662485209666	0.1213142857187661	0.07424492796308627	0.09764104869624614	0.3607971302033289	0.4590874184143124	0.3328683902822428	0.17829836601598678	0.022974205955833358	0.008422897633112174
0.13001592484758961	0.1402036504019991	0.07606036120702413	0.11878727317961921	0.0680563252035916	0.09517866016435712	0.35902732211709243	0.45598356903893905	0.34060093154382093	0.1808314655745981	0.026239135080881198	0.009015381640487352
0.13330388707323323	0.13722123925979784	0.06894756180441733	0.1246213339729755	0.0698901609982058	0.09485598199404915	0.35536196426150496	0.4419708895854568	0.34701812165181894	0.19036435503073537	0.025478304210819806	0.010966200156985349
0.1366525551667275	0.13175892471350362	0.07466666774171607	0.12202077139510561	0.07429539442441253	0.09435217734292113	0.34408960644150405	0.4530939552700425	0.34866548549532866	0.18806631800719167	0.02163029073031124	0.010707853271235534
0.13262425921121052	0.14460461765370883	0.07690486695309712	0.1230197454726092	0.07275280812681122	0.0961329041918373	0.35274911918765456	0.446637587436019	0.343590265305694	0.18012859595949476	0.021378681215532606	0.00947654928633087
0.14120338301989221	0.13039558087835268	0.0766197317617546	0.12823838569324095	0.06885200263204692	0.09755819399391835	0.35590387339558005	0.45743917186479177	0.33373314978612384	0.17724648836452495	0.023687859404602343	0.00912217920517136
0.12796782179045318	0.1440608935305664	0.08208276104854033	0.1256289193704226	0.07155218478445702	0.08438374828517028	0.3565156972136838	0.43921116389096654	0.33819161016625254	0.19804270014064124	0.02368992499661313	0.008672574782232913
0.13136123487548734	0.14192995276902506	0.08365979123285841	0.12690596932548226	0.06955216564963286	0.10565111684227595	0.3562100215125935	0.43429728656068894	0.33997163237603395	0.18247073794464266	0.019245154353393863	0.008744936557885196
0.1316240108735649	0.12440882012806259	0.07609102066725576	0.1263683560767115	0.06886542620207627	0.10275995223729438	0.3653144875059889	0.4553858371930341	0.3332525736744628	0.18122240167229522	0.024852481076651486	0.00985463269260212
0.13613364732668695	0.13533557096091542	0.08001213771967552	0.13117226220362868	0.0628045549100684	0.09454265474921154	0.3462379718672313	0.43268371787907023	0.35180495502841813	0.19811541960603082	0.023006733147919643	0.00815037460114331
0.12568324696924604	0.1394515388265468	0.08113919864461949	0.13120295040030486	0.07023364152268555	0.09312140057980263	0.35359706109531375	0.45338016862087993	0.3475243929225846	0.17502999351504012	0.02182245884555068	0.007813948057425694
0.11625834436101397	0.13318787648440353	0.07852587196872492	0.12663801372977598	0.07365599924074041	0.09432991407566939	0.36090564542412645	0.4426066947911351	0.3450351884713611	0.19012365288990446	0.025618950534033284	0.013113848029111646
0.13243841549014634	0.1343333555072053	0.08153341253919191	0.12646039741391066	0.06603082183970517	0.1004310246317914	0.3533444704121148	0.44998747984518267	0.34331713880413217	0.18020716273524845	0.023335740914709607	0.008580579866661556
0.12713265792693898	0.13235527801376923	0.08622290283245243	0.11950688200044213	0.0748703056176131	0.09919664992599735	0.3499844516172816	0.46528933494862396	0.34119468817395127	0.1744863030178055	0.020594993831762665	0.009165552093361872
0.12882662440539297	0.13577875351763494	0.07340387007780688	0.1244003294908744	0.06872389861931799	0.0913082455260756	0.3602841206227408	0.45205957617640263	0.3476071012232278	0.18558597709900312	0.021154385051513597	0.010867118190009378
0.1283748627366373	0.1368124486743245	0.08121181139355509	0.1285011173019113	0.06364430243871204	0.09862286893690443	0.3461840575798394	0.4433638546615033	0.35741191714184756	0.1821679178880457	0.023173048709408648	0.010531792537310798
0.12287254154206984	0.13374586012039152	0.08756223074506524	0.13550537984465477	0.07300923432510746	0.09636880939736717	0.3440347466961239	0.43640842165065036	0.35014355093109395	0.19065026152765957	0.022377695760539544	0.007321267459276629
0.13098148145723676	0.1415265196173367	0.07570829896505622	0.1281173269094186	0.0740715261252751	0.0879953556866871	0.3491061960878266	0.4437362776511732	0.34765387508309237	0.18878332610990867	0.02247862228151275	0.009841194025475888
0.12332133721137856	0.12816130145022978	0.08136499716328933	0.1275112372205216	0.07042564990797454	0.1008454184033922	0.35193384482867457	0.44480709520648914	0.34748667958019325	0.19115809737641312	0.025467491308489777	0.0075168503429541254
0.12450498158895777	0.13893354112764902	0.07741114437496877	0.12686069829366117	0.06431775122996564	0.09518395488997759	0.3627727747409623	0.4395895186717581	0.348302797901162	0.18984585417631097	0.022690550163983556	0.009586432840643143
0.13467463332819324	0.13105829249039386	0.07691829256241593	0.12375403420149253	0.06978194090005577	0.09396008443084708	0.36140054838347124	0.4561278671272497	0.3389539436214805	0.18566935595711834	0.018270641204383212	0.009430365792898583
0.12218619384024502	0.1415997887963757	0.08135887300241826	0.12910932277526527	0.06721904675967236	0.09798446067149788	0.3591675326296128	0.4398458640696218	0.3469054719689243	0.18532341900341187	0.023162881799127257	0.006137144683827559
0.1278496064791451	0.14342816523445365	0.07991538924800728	0.1270825726784166	0.06705782849731372	0.08827988838405736	0.3623578239127119	0.45344629043807744	0.3396847638269254	0.17749531144164593	0.0231345880358966	0.010267771823349113
0.1321301467740166	0.12596947793612848	0.07220460553642508	0.13140966231270332	0.07435948398338006	0.09801127063543924	0.3548938979133952	0.4520004928120899	0.34411000322111623	0.18158427196034285	0.0223018625716669	0.011024824343296241
0.14086993159768982	0.13973574278128562	0.07438060651125072	0.12225747900689662	0.06783143673849022	0.10131218669822335	0.3489352318772319	0.4392507799204557	0.3416326397976122	0.19008857057732312	0.026350153477725076	0.00735524101581563
0.12386732985670604	0.1263452846755629	0.07640584711182816	0.13075391718731239	0.07550844503691984	0.09564643686073786	0.3675523833376589	0.45164549935879195	0.33445802875568403	0.1859408996485524	0.022207965901203216	0.00966796226904261
0.1325177004197476	0.12474752523435208	0.08630033762669442	0.11815426805581992	0.06550161916626611	0.10154527983866687	0.3539761172337348	0.461470821244596	0.34124529350272725	0.18369337610909262	0.02045893205082975	0.010388729517472503
0.1267571617554861	0.1403208650795537	0.08040450217199825	0.11356108256751399	0.07424279008345533	0.09561698684779088	0.3570407427904052	0.44759078916739564	0.33569983977679424	0.19078142855259264	0.025854963421860864	0.012128847785153087
0.12795516016534908	0.12815190127587686	0.07283134786564208	0.12631969410036797	0.0682554147753274	0.10178549374881132	0.36049574353119196	0.4541332262600959	0.34818123864793465	0.18062424600234223	0.022281095014554764	0.008985438612505652
0.13846750309758563	0.12865079175860789	0.07610761418929167	0.11615442087016058	0.06264011341531678	0.09894885213618117	0.34854699622801766	0.45261740574759685	0.3512033318296555	0.1934762208439931	0.0230344412401326	0.010152308643460435
0.1294188614373433	0.14352204151405107	0.07695723300815105	0.11853032747149946	0.06945956339596246	0.0898789970896948	0.37236541711544635	0.46345498436941934	0.32824264819017895	0.17496019209087538	0.02355627685291794	0.009653457464460013
0.13128389101060117	0.13979207235513277	0.08093859535008666	0.1285298908187612	0.07855861213113308	0.10546243451543971	0.34540537614043876	0.42897020649613016	0.3393830140802891	0.188083578279737	0.024430511287451162	0.009161817534799225
0.11967053350627116	0.12700281227440346	0.07080043267934989	0.1303842490855518	0.06647624893834432	0.09336634276695553	0.3549013535850601	0.45976218452891116	0.36473163388628066	0.1801868033952643	0.023419797404693982	0.009297607948913695
0.12304072347898029	0.1409118588418664	0.08141942681225448	0.13385238701044133	0.07340690641778161	0.09627117716991235	0.3627845642835912	0.431024165450041	0.33809215508966295	0.19080707765045582	0.021256223917729442	0.007133333877283029
0.12490429750624299	0.1251672531773109	0.08141829573693962	0.12158641897078507	0.06916089786175907	0.0973169575229441	0.3566811938401358	0.4550841242481052	0.34062119356213183	0.18898103319347598	0.027214121492790684	0.01186421288737886
0.11819006962605787	0.13162634868293618	0.07447184645050167	0.12240772858750323	0.06793925184859441	0.09876741588112375	0.36291354056530534	0.4580628586292818	0.3482799206529295	0.17885680816748104	0.028205370856611192	0.010278840051673978
0.13079587089789618	0.13988854266039752	0.0802657800723614	0.12231678154420617	0.0725731807012063	0.0952113332624434	0.353870927376501	0.4494141181324554	0.3436612164594105	0.18339871994005666	0.018833024492624504	0.00977050446044092
0.13401572903674072	0.13845074291133527	0.08130589585404328	0.12779921231984148	0.06613476389736697	0.09656766926744084	0.35651760113575515	0.44293681275109253	0.3397150242825738	0.18613539289785605	0.022310985793520144	0.008110169852433825
0.12834320801314134	0.13301586158136233	0.0754856079261701	0.13379115612699718	0.07078819599575664	0.09938290141509501	0.3450266780327071	0.45266062391541423	0.3547832117176905	0.17410316781989335	0.025573098314534456	0.007046289141237819
0.12581748999550993	0.13530629951354667	0.07422631293868444	0.11838634804425417	0.06625472017704902	0.09729062971698764	0.3555885704300977	0.4579402736921729	0.35254481697852	0.18012875985959542	0.025568089480138934	0.010947689173443275
0.1268557341226651	0.14071034587954587	0.07312663713580436	0.12021677624480712	0.06847746763663305	0.09378987191014497	0.36103701820278705	0.45002572008245123	0.347225672962868	0.1847972275722945	0.023277469939242477	0.01046005831075631
0.13259921894147014	0.12345899612969459	0.08155509626585718	0.13352459859012608	0.073575830183519	0.09568992636726194	0.3425842393367877	0.4612506950408419	0.34409085575094295	0.17693703209210904	0.02559475952142312	0.009138751779966366
0.1183013885103571	0.1257570247358265	0.07613053437938049	0.12249363501955297	0.07511083811492561	0.09679254948893648	0.35917288367220224	0.4691914486232864	0.3460655320086469	0.17741152567523208	0.025218823314487614	0.008353816457165533
0.1311262480223468	0.14006182141835594	0.07758913166155026	0.1238262807302512	0.07231577162386996	0.09064901357177106	0.3666805590350861	0.4535966523799385	0.33067939861905155	0.181068935549257	0.021608891038095393	0.010797296350426288
0.12540504604032768	0.14201522886192067	0.07679167133295964	0.12773248342480062	0.07434927107500257	0.10440317450275186	0.3612517624766946	0.43750275800398886	0.3408702347597623	0.17884821198580353	0.021332014315253122	0.009498143220734475
0.13600401580300828	0.13880416765904735	0.0808317310252698	0.12838582704185755	0.06683162659807287	0.0971041010419166	0.35686066599796784	0.44085920170705334	0.3355799710046409	0.18680576053644335	0.023891989571040356	0.00804094201368177
0.1277005032388284	0.12841332789704446	0.07718763183318549	0.11994880783841107	0.07796217876652545	0.10583422673607115	0.3555519279131196	0.4499475065306861	0.3389369214626418	0.1861783033312797	0.022660836785699107	0.009677827666507474
0.13123767695406727	0.13242569693267597	0.07848837012820302	0.12179698669510873	0.0706126325795237	0.09406324579305075	0.3492589561672254	0.4578525887699224	0.3468438552311238	0.18655283177110274	0.023558508939856625	0.00730865003813934
0.1192638553166144	0.13017370632149747	0.08025622352577592	0.1298094035363401	0.07206221346795003	0.09376034282638815	0.36916377102796916	0.44985612996655355	0.34094015108798054	0.18931944717349808	0.018313785573709888	0.007080970175722802
0.13117194745206587	0.1277296645538932	0.07511378260250784	0.12103484076023574	0.07207781587997258	0.09181953038872288	0.363064692907493	0.4603475195886391	0.3360004640062651	0.1881615651350931	0.022571297151695546	0.010906879573415932
0.12280065954656927	0.1390900069377106	0.08199464930450862	0.12237739500640375	0.06813496908235372	0.10544199407279965	0.3614547879201284	0.449043953686827	0.3425227755420199	0.17472172715468592	0.023092158604420182	0.009324923141573117
0.1372146614385458	0.13411032881957016	0.07946228907984472	0.13386859295350106	0.07182981712968234	0.08895867672795746	0.35077087489325615	0.4565784511426933	0.3400291237294909	0.1784994308452862	0.020693233729180176	0.0079845195109918
0.12431219312813155	0.13041246130131087	0.07670572741209371	0.13389211159604583	0.06995907230867547	0.09373892250741953	0.3573758603283487	0.44902979581151625	0.3515299909890974	0.18333149648991065	0.02011715583365307	0.009595212293796767
0.1120583420767373	0.13097505117234526	0.07508736748569389	0.13412422605139995	0.0745430465116901	0.09882417672704427	0.36341694292681626	0.447046731578026	0.35392894904129524	0.18077793341252693	0.020965351957767126	0.008251881058657646
0.1340337797253799	0.14444513834439449	0.07673955798863058	0.12908808612260167	0.06627857605891078	0.0910065069758696	0.3626281387229894	0.4412451961694447	0.34053776902275795	0.18659522364082007	0.019782178481331437	0.007619848746869534
0.11428383327454444	0.138467456861984	0.08032124792019302	0.12647014761094943	0.0728225842395679	0.09643475287775578	0.36317655467061916	0.4510532216270453	0.3501522907448665	0.17645613523671327	0.019243489150208886	0.01111828578555227
0.12256784579810055	0.13199814772913762	0.08463989413130395	0.12129459919222953	0.07125241839974626	0.09884847611482216	0.3572484546098351	0.44707613420525727	0.3411143982044425	0.1908451591338208	0.02317698885657159	0.009937483624732832
0.13094783842141194	0.13601772405692844	0.08603900088431533	0.12514199679244017	0.06684466353665845	0.09594989679341041	0.3689809818280825	0.4373744007251838	0.3246660914366029	0.19578588418067652	0.022521423892929007	0.009730097451360453
0.12074505941459795	0.13027782366658205	0.07049179321257207	0.1252706315288217	0.07564797135831376	0.09660756897127819	0.34115510876494554	0.4509215957350862	0.36611591721746045	0.18669759261536834	0.025844150032110307	0.010224787482863495
0.12077513558976159	0.12435880432425968	0.07572185347198403	0.1311728532777779	0.07486624293964352	0.10054676207872196	0.3592165844637786	0.44425874288291	0.3479634272045039	0.1900190319217971	0.021456756330328324	0.009643805514533374
0.1292129098136511	0.1362342199477504	0.08072607639982635	0.12850729061872226	0.07148172549752795	0.09137392108074241	0.33213538140611815	0.44830389422204225	0.3619619858299917	0.186690904513041	0.024481921052884822	0.008889769617701767
0.1228034804693555	0.12207320397247598	0.07009286326111419	0.11559484197586387	0.06704188730233288	0.09800579553349964	0.3695512109949769	0.4624368555604749	0.347502279601135	0.1914014195024214	0.02300827837108541	0.010487883455264203
0.12442327734896722	0.13934433228356918	0.07537327681174485	0.12482849091252644	0.06972565591171183	0.08936450643445817	0.3659383675304836	0.445235736140992	0.342632257510968	0.19147866282920636	0.021907164886124656	0.009748271399247886
0.1334453338029826	0.12776687556493158	0.07363351788665955	0.12353215541813507	0.06566192758869643	0.10242832752886019	0.34994471816159967	0.45717820426146843	0.35014844989985433	0.17968367744304303	0.027166052660207336	0.009410759783561644
0.13977116341712695	0.14151877340107308	0.07508774321377129	0.12366409025947889	0.0717969110898957	0.10824028895172692	0.34852911592705366	0.44103297071009695	0.3408017359020253	0.17714746931450936	0.024013330450127202	0.008396407363114774
